room_type,review_count,avg_rating,is_superhost,bedrooms,beds,bathrooms,persons,lat,lng,neighborhood,dist_center_km,is_tourist_zone,is_entire_home,est_active_months,est_start_year,price_eur_night,early_adopter,log_price,maturity,price_tier
Entire home/apt,5,5.0,1,2,3,2,4,41.32850636087423,19.878664053976536,Ali Demi,6.657,0,1,2,2025,363.0,0,5.8971538676367405,early,premium
Entire home/apt,0,4.92,0,3,3,3,6,41.32507690899751,19.870238111821457,Ali Demi,5.727,0,1,1,2025,287.5,0,5.664695085948154,new,mid
Entire home/apt,23,4.78,1,1,1,1,2,41.32932769784285,19.877895732388986,Ali Demi,6.574,0,1,9,2025,242.0,0,5.493061443340548,active,mid
Private room,1,4.92,1,1,1,1,3,41.326702938821406,19.86514588346627,Ali Demi,5.156,0,0,1,2025,338.0,0,5.82600010738045,early,premium
Private room,1,4.92,1,1,1,1,2,41.32671,19.86517,Ali Demi,5.159,0,0,1,2025,333.0,0,5.8111409929767,early,premium
Entire home/apt,0,4.92,0,2,2,1,4,41.33455840474611,19.86041832715273,Astir,4.697,0,1,1,2025,394.0,0,5.978885764901122,new,premium
Entire home/apt,0,4.92,0,5,10,4,10,41.33104544921822,19.87623500000001,Ali Demi,6.398,0,1,1,2025,234.17,0,5.46030865686874,new,mid
Entire home/apt,1,4.92,0,2,5,2,6,41.32800045411207,19.878934235543813,Ali Demi,6.686,0,1,1,2025,206.0,0,5.332718793265369,early,mid
Entire home/apt,1,4.92,1,1,1,1,2,41.32842724425038,19.878701604902744,Ali Demi,6.661,0,1,1,2025,204.0,0,5.3230099791384085,early,mid
Entire home/apt,8,4.88,1,2,2,1,4,41.32895,19.87836,Ali Demi,6.624,0,1,3,2025,349.0,0,5.857933154483459,early,premium
Entire home/apt,1,4.92,0,2,4,1,5,41.32199,19.8574,Don Bosko,4.339,0,1,1,2025,387.0,0,5.961005339623274,early,premium
Entire home/apt,0,4.92,0,4,6,4,11,41.331226957408006,19.876299169619752,Ali Demi,6.407,0,1,1,2025,245.0,0,5.5053315359323625,new,mid
Entire home/apt,0,4.92,0,1,1,1,3,41.32025608461476,19.858439527451992,Ali Demi,4.484,0,1,1,2025,206.0,0,5.332718793265369,new,mid
Private room,6,4.67,1,1,1,1,2,41.32765,19.86602,Ali Demi,5.253,0,0,2,2025,437.0,0,6.082218910376446,early,premium
Private room,5,4.8,1,1,1,1,2,41.32671,19.86517,Ali Demi,5.159,0,0,2,2025,437.0,0,6.082218910376446,early,premium
Private room,0,4.89,1,1,1,1,2,41.32671,19.86517,Ali Demi,5.159,0,0,1,2025,437.0,0,6.082218910376446,new,premium
Private room,3,5.0,1,1,1,1,2,41.32671,19.86516,Ali Demi,5.158,0,0,1,2025,333.0,0,5.8111409929767,early,premium
Entire home/apt,8,4.5,0,2,3,2,5,41.33095630387068,19.87351387739181,Ali Demi,6.096,0,1,3,2025,562.0,0,6.333279628139691,early,luxury
Entire home/apt,9,4.89,1,2,3,2,4,41.32887,19.87909,Ali Demi,6.705,0,1,4,2025,363.0,0,5.8971538676367405,early,premium
Entire home/apt,47,4.68,0,2,3,2,5,41.35173,19.84871,Kodra,4.281,0,1,19,2024,253.0,0,5.537334267018537,active,mid
Entire home/apt,13,4.54,0,1,5,1,4,41.35644,19.84788,Kodra,4.562,0,1,5,2025,250.0,0,5.5254529391317835,active,mid
Entire home/apt,0,4.92,0,1,1,1,3,41.35045708031859,19.85917747020721,Astir,5.165,0,1,1,2025,536.0,0,6.285998094508865,new,luxury
Entire home/apt,3,5.0,0,2,3,1,4,41.3589726055457,19.846365805034665,Kodra,4.651,0,1,1,2025,345.0,0,5.846438775057724,early,premium
Entire home/apt,9,4.89,0,2,3,1,5,41.350271567650445,19.857429616671748,Astir,4.987,0,1,4,2025,289.0,0,5.66988092298052,early,mid
Entire home/apt,11,4.55,1,1,1,1,3,41.34591,19.84579,Liqeni,3.636,1,1,4,2025,209.0,0,5.3471075307174685,active,mid
Entire home/apt,0,4.92,0,1,3,1,2,41.34552702074003,19.839198538160208,Liqeni,3.03,1,1,1,2025,454.0,0,6.12029741895095,new,premium
Entire home/apt,10,4.8,0,1,1,1,3,41.35485,19.84911,Kodra,4.54,0,1,4,2025,286.0,0,5.659482215759621,early,mid
Entire home/apt,0,4.92,0,1,1,1,3,41.345993424071416,19.84981260037504,Astir,4.018,0,1,1,2025,462.0,0,6.137727054086234,new,premium
Entire home/apt,1,4.92,0,1,1,1,4,41.34521,19.8402,Liqeni,3.092,1,1,1,2025,310.0,0,5.739792912179234,early,premium
Private room,0,4.89,0,1,1,2,2,41.34817295435892,19.841964618385333,Liqeni,3.455,1,0,1,2025,495.0,0,6.206575926724928,new,premium
Private room,0,4.89,0,1,1,2,3,41.34849,19.8424,Liqeni,3.514,1,0,1,2025,495.0,0,6.206575926724928,new,premium
Private room,0,4.89,0,1,1,1,2,41.34501,19.85544,Astir,4.518,0,0,1,2025,274.67,0,5.6192044981809035,new,mid
Entire home/apt,0,4.92,0,1,2,1,2,41.3478445430537,19.85714972019196,Astir,4.829,0,1,1,2025,347.0,0,5.8522024797744745,new,premium
Entire home/apt,1,4.92,0,1,1,1,2,41.34561355491167,19.844283599808705,Liqeni,3.479,1,1,1,2025,404.0,0,6.003887067106539,early,premium
Entire home/apt,0,4.92,0,1,2,1,2,41.34604,19.8593,Astir,4.954,0,1,1,2025,311.0,0,5.7430031878094825,new,premium
Entire home/apt,0,4.92,0,2,2,1,3,41.35895877675651,19.84849752944212,Kodra,4.81,0,1,1,2025,239.0,0,5.480638923341991,new,mid
Private room,1,4.92,0,1,1,2,2,41.34959,19.84109,Liqeni,3.491,1,0,1,2025,495.0,0,6.206575926724928,early,premium
Entire home/apt,6,4.5,0,2,2,1,3,41.35256,19.84533,Kodra,4.059,0,1,2,2025,215.0,0,5.375278407684165,early,mid
Entire home/apt,99,4.63,0,1,3,1,4,41.34589,19.84569,Liqeni,3.625,1,1,40,2022,234.0,0,5.459585514144159,established,mid
Entire home/apt,73,4.67,0,1,2,1,4,41.318378369786856,19.81828429472046,Blloku,1.014,1,1,29,2023,382.0,0,5.948034989180646,established,premium
Entire home/apt,82,4.95,1,1,1,1,3,41.33018995041216,19.80916801840067,Selvia,1.099,0,1,33,2023,456.0,0,6.124683390894205,established,premium
Entire home/apt,0,4.92,0,1,2,1,3,41.31783847452487,19.827289693057537,Pazari i Ri,1.435,1,1,1,2025,223.0,0,5.4116460518550396,new,mid
Entire home/apt,38,4.97,1,1,1,1,2,41.327326308048654,19.809207245707512,Blloku,1.054,1,1,15,2024,492.0,0,6.20050917404269,active,premium
Entire home/apt,275,4.78,0,1,2,1,3,41.319054,19.814248,Blloku,1.06,1,1,84,2018,403.0,1,6.0014148779611505,veteran,premium
Entire home/apt,186,4.92,1,1,2,1,2,41.33767044069612,19.805674105882645,Selvia,1.834,0,1,74,2019,281.0,1,5.641907070938114,veteran,mid
Entire home/apt,153,4.76,1,2,3,2,5,41.319077,19.814535,Blloku,1.043,1,1,61,2020,362.0,1,5.8944028342648505,veteran,premium
Entire home/apt,91,4.96,1,0,1,1,2,41.317341,19.812593,Blloku,1.316,1,1,36,2022,248.0,0,5.517452896464707,established,mid
Entire home/apt,0,4.92,0,1,1,1,2,41.32678147169237,19.805318377912045,Blloku,1.487,1,1,1,2025,340.0,0,5.831882477283517,new,premium
Entire home/apt,115,4.91,0,1,1,1,2,41.31941,19.8152,Blloku,0.978,1,1,46,2022,327.0,0,5.793013608384144,established,premium
Entire home/apt,77,4.74,1,1,1,1,2,41.31859,19.81776,Blloku,0.994,1,1,31,2023,297.0,0,5.697093486505405,established,mid
Entire home/apt,111,4.88,1,1,1,1,2,41.32529,19.80118,Kombinat,1.96,0,1,44,2022,281.0,0,5.641907070938114,established,mid
Entire home/apt,220,4.91,1,1,1,1,2,41.31804,19.82492,Pazari i Ri,1.257,1,1,84,2018,388.0,1,5.963579343618446,veteran,premium
Entire home/apt,273,4.94,1,1,1,1,2,41.32569,19.80878,Blloku,1.119,1,1,84,2018,366.0,1,5.905361848054571,veteran,premium
Entire home/apt,44,5.0,1,1,1,1,2,41.31769167565188,19.814111664891243,Blloku,1.202,1,1,18,2024,492.0,0,6.20050917404269,active,premium
Entire home/apt,230,5.0,1,1,1,1,2,41.31894340921548,19.816147384278224,Blloku,0.991,1,1,84,2018,357.0,1,5.8805329864007,veteran,premium
Entire home/apt,23,5.0,1,1,1,1,2,41.31668113926344,19.81410127133131,Blloku,1.305,1,1,9,2025,286.0,0,5.659482215759621,active,mid
Entire home/apt,23,4.83,0,1,1,1,4,41.31709261033695,19.81593398954925,Blloku,1.195,1,1,9,2025,418.0,0,6.037870919922137,active,premium
Private room,310,4.81,1,1,1,0,2,41.3188,19.81592,Blloku,1.014,1,0,84,2018,430.0,1,6.066108090103747,veteran,premium
Entire home/apt,477,4.97,1,1,1,2,2,41.31837,19.81513,Blloku,1.088,1,1,84,2018,454.0,1,6.12029741895095,veteran,premium
Entire home/apt,295,4.95,1,1,1,1,2,41.32619,19.80847,Blloku,1.145,1,1,84,2018,324.0,1,5.783825182329737,veteran,premium
Entire home/apt,123,4.98,1,1,1,1,3,41.3179939,19.8134251767,Blloku,1.207,1,1,49,2021,465.0,0,6.144185634125646,established,premium
Entire home/apt,25,5.0,1,2,3,1,5,41.31674886356308,19.81408484280109,Blloku,1.299,1,1,10,2025,392.0,0,5.973809611869261,active,premium
Entire home/apt,110,4.97,1,1,1,1,3,41.32701145123195,19.80989257777101,Blloku,0.979,1,1,44,2022,387.0,0,5.961005339623274,established,premium
Entire home/apt,145,4.99,1,1,1,1,3,41.3179939,19.8134251767,Blloku,1.207,1,1,58,2021,465.0,0,6.144185634125646,established,premium
